SalesOrderID,OrderDate,CustomerID,EmployeeID
96,2023-04-06,5,9
97,2023-04-07,5,10
98,2023-04-08,10,10
99,2023-04-09,8,6
100,2023-04-10,6,1
101,2023-04-11,8,10
102,2023-04-12,5,7
103,2023-04-13,1,4
104,2023-04-14,10,3
105,2023-04-15,2,10
106,2023-04-16,10,5
107,2023-04-17,2,7
108,2023-04-18,7,10
109,2023-04-19,5,8
110,2023-04-20,8,3
111,2023-04-21,3,7
112,2023-04-22,9,5
113,2023-04-23,10,9
114,2023-04-24,9,5
115,2023-04-25,9,4
116,2023-04-26,5,7
117,2023-04-27,6,9
118,2023-04-28,2,7
119,2023-04-29,6,4
120,2023-04-30,3,4
121,2023-05-01,4,3
122,2023-05-02,5,10
123,2023-05-03,7,10
124,2023-05-04,6,1
125,2023-05-05,2,6
126,2023-05-06,7,8
127,2023-05-07,1,10
128,2023-05-08,7,5
129,2023-05-09,8,2
130,2023-05-10,9,7
131,2023-05-11,9,6
132,2023-05-12,4,8
133,2023-05-13,3,7
134,2023-05-14,4,9
135,2023-05-15,9,6
136,2023-05-16,2,1
137,2023-05-17,5,5
138,2023-05-18,7,10
139,2023-05-19,1,9
140,2023-05-20,6,10
141,2023-05-21,2,3
142,2023-05-22,3,1
143,2023-05-23,4,1
144,2023-05-24,3,2
145,2023-05-25,7,3
146,2023-05-26,7,7
147,2023-05-27,5,4
148,2023-05-28,1,7
149,2023-05-29,9,10
150,2023-05-30,2,8
151,2023-05-31,5,4
152,2023-06-01,6,3
153,2023-06-02,5,4
154,2023-06-03,5,2
155,2023-06-04,5,7
156,2023-06-05,10,4
157,2023-06-06,4,8
158,2023-06-07,3,2
159,2023-06-08,6,6
160,2023-06-09,2,6
161,2023-06-10,2,9
162,2023-06-11,1,9
163,2023-06-12,4,1
164,2023-06-13,6,10
165,2023-06-14,1,3
166,2023-06-15,1,5
167,2023-06-16,5,8
168,2023-06-17,8,2
169,2023-06-18,8,3
170,2023-06-19,2,2
171,2023-06-20,4,10
172,2023-06-21,6,6
173,2023-06-22,9,10
174,2023-06-23,1,8
175,2023-06-24,9,3
176,2023-06-25,1,3
177,2023-06-26,4,10
178,2023-06-27,7,8
179,2023-06-28,6,9
180,2023-06-29,8,8
181,2023-06-30,4,3
182,2023-07-01,9,5
183,2023-07-02,10,3
184,2023-07-03,1,9
185,2023-07-04,5,10
186,2023-07-05,8,10
187,2023-07-06,7,3
188,2023-07-07,7,6
189,2023-07-08,7,6
190,2023-07-09,2,5
191,2023-07-10,10,3
192,2023-07-11,5,10
193,2023-07-12,3,2
194,2023-07-13,1,4
195,2023-07-14,2,3
196,2023-07-15,6,5
197,2023-07-16,10,6
198,2023-07-17,5,5
199,2023-07-18,5,5
200,2023-07-19,2,9
201,2023-07-20,4,10
202,2023-07-21,2,5
203,2023-07-22,4,4
204,2023-07-23,3,5
205,2023-07-24,7,6
206,2023-07-25,1,4
207,2023-07-26,10,2
208,2023-07-27,5,7
209,2023-07-28,6,6
210,2023-07-29,7,2
211,2023-07-30,3,2
212,2023-07-31,9,3
213,2023-08-01,7,1
214,2023-08-02,4,6
215,2023-08-03,7,10
216,2023-08-04,3,9
217,2023-08-05,8,7
218,2023-08-06,10,1
219,2023-08-07,1,5
220,2023-08-08,8,5
221,2023-08-09,8,6
222,2023-08-10,10,10
223,2023-08-11,10,9
224,2023-08-12,8,2
225,2023-08-13,3,5
226,2023-08-14,5,8
227,2023-08-15,9,4
228,2023-08-16,9,10
229,2023-08-17,8,6
230,2023-08-18,10,8
231,2023-08-19,9,10
232,2023-08-20,1,8
233,2023-08-21,4,4
234,2023-08-22,6,5
235,2023-08-23,2,10
236,2023-08-24,5,5
237,2023-08-25,5,3
238,2023-08-26,4,10
239,2023-08-27,9,10
240,2023-08-28,9,9
241,2023-08-29,1,3
242,2023-08-30,8,3
243,2023-08-31,3,7
244,2023-09-01,4,9
245,2023-09-02,2,2
246,2023-09-03,3,3
247,2023-09-04,10,6
248,2023-09-05,9,1
249,2023-09-06,8,7
250,2023-09-07,2,2
251,2023-09-08,7,6
252,2023-09-09,6,9
253,2023-09-10,8,6
254,2023-09-11,10,7
255,2023-09-12,4,4
256,2023-09-13,2,10
257,2023-09-14,1,8
258,2023-09-15,3,8
259,2023-09-16,5,10
260,2023-09-17,3,6
261,2023-09-18,1,5
262,2023-09-19,7,3
263,2023-09-20,1,3
264,2023-09-21,3,4
265,2023-09-22,7,3
266,2023-09-23,6,3
267,2023-09-24,5,9
268,2023-09-25,10,7
269,2023-09-26,1,7
270,2023-09-27,7,6
271,2023-09-28,6,2
272,2023-09-29,6,9
273,2023-09-30,6,1
274,2023-10-01,10,7
275,2023-10-02,4,8
276,2023-10-03,8,2
277,2023-10-04,5,4
278,2023-10-05,7,4
279,2023-10-06,1,8
280,2023-10-07,5,10
281,2023-10-08,8,9
282,2023-10-09,7,9
283,2023-10-10,4,7
284,2023-10-11,6,9
285,2023-10-12,4,3
286,2023-10-13,7,3
287,2023-10-14,6,4
288,2023-10-15,9,10
289,2023-10-16,4,9
290,2023-10-17,4,8
291,2023-10-18,9,5
292,2023-10-19,5,5
293,2023-10-20,1,7
294,2023-10-21,2,8
295,2023-10-22,8,4
296,2023-10-23,6,5
297,2023-10-24,5,7
298,2023-10-25,2,8
299,2023-10-26,4,1
300,2023-10-27,4,8
301,2023-10-28,6,2
302,2023-10-29,7,10
303,2023-10-30,10,2
304,2023-10-31,1,6
305,2023-11-01,5,4
306,2023-11-02,9,3
307,2023-11-03,5,10
308,2023-11-04,2,2
309,2023-11-05,2,3
310,2023-11-06,9,9
311,2023-11-07,1,1
312,2023-11-08,1,4
313,2023-11-09,8,1
314,2023-11-10,4,5
315,2023-11-11,4,6
316,2023-11-12,4,5
317,2023-11-13,4,2
318,2023-11-14,7,2
319,2023-11-15,8,3
320,2023-11-16,4,2
321,2023-11-17,8,6
322,2023-11-18,3,10
323,2023-11-19,5,6
324,2023-11-20,3,4
325,2023-11-21,6,6
326,2023-11-22,5,3
327,2023-11-23,3,4
328,2023-11-24,3,4
329,2023-11-25,3,8
330,2023-11-26,9,2
331,2023-11-27,9,5
332,2023-11-28,10,1
333,2023-11-29,5,4
334,2023-11-30,4,3
335,2023-12-01,2,7
336,2023-12-02,5,3
337,2023-12-03,4,7
338,2023-12-04,2,6
339,2023-12-05,5,10
340,2023-12-06,10,6
341,2023-12-07,2,5
342,2023-12-08,6,9
343,2023-12-09,2,9
344,2023-12-10,4,3
345,2023-12-11,5,3
346,2023-12-12,10,10
347,2023-12-13,9,7
348,2023-12-14,1,6
349,2023-12-15,2,8
350,2023-12-16,7,6
351,2023-12-17,2,1
352,2023-12-18,3,9
353,2023-12-19,2,1
354,2023-12-20,6,3
355,2023-12-21,1,1
356,2023-12-22,6,10
357,2023-12-23,1,7
358,2023-12-24,1,6
359,2023-12-25,1,10
360,2023-12-26,4,10
361,2023-12-27,10,3
362,2023-12-28,5,9
363,2023-12-29,9,5
364,2023-12-30,10,1
365,2023-12-31,6,9
366,2024-01-01,5,8
367,2024-01-02,5,6
368,2024-01-03,7,6
369,2024-01-04,9,8
370,2024-01-05,1,9
371,2024-01-06,9,10
372,2024-01-07,9,9
373,2024-01-08,9,3
374,2024-01-09,3,8
375,2024-01-10,6,2
376,2024-01-11,4,5
377,2024-01-12,10,4
378,2024-01-13,9,9
379,2024-01-14,7,6
380,2024-01-15,9,1
381,2024-01-16,6,5
382,2024-01-17,8,5
383,2024-01-18,4,6
384,2024-01-19,10,4
385,2024-01-20,10,9
386,2024-01-21,5,9
387,2024-01-22,9,1
388,2024-01-23,1,9
389,2024-01-24,9,9
390,2024-01-25,2,6
391,2024-01-26,4,3
392,2024-01-27,2,6
393,2024-01-28,3,1
394,2024-01-29,4,1
395,2024-01-30,10,3
396,2024-01-31,9,8
397,2024-02-01,7,1
398,2024-02-02,6,8
399,2024-02-03,7,4
400,2024-02-04,5,9
401,2024-02-05,5,5
402,2024-02-06,9,2
403,2024-02-07,5,3
404,2024-02-08,6,5
405,2024-02-09,5,7
406,2024-02-10,10,7
407,2024-02-11,6,3
408,2024-02-12,1,6
409,2024-02-13,1,5
410,2024-02-14,3,1
411,2024-02-15,10,8
412,2024-02-16,10,1
413,2024-02-17,10,8
414,2024-02-18,7,9
415,2024-02-19,8,3
416,2024-02-20,7,3
417,2024-02-21,9,10
418,2024-02-22,6,10
419,2024-02-23,6,8
420,2024-02-24,2,9
421,2024-02-25,1,2
422,2024-02-26,4,10
423,2024-02-27,2,1
424,2024-02-28,1,10
425,2024-02-29,6,1
426,2024-03-01,10,6
427,2024-03-02,3,2
428,2024-03-03,3,9
429,2024-03-04,3,5
430,2024-03-05,6,7
431,2024-03-06,9,8
432,2024-03-07,9,10
433,2024-03-08,5,3
434,2024-03-09,6,5
435,2024-03-10,9,1
436,2024-03-11,7,2
437,2024-03-12,3,1
438,2024-03-13,3,8
439,2024-03-14,3,6
440,2024-03-15,3,4
441,2024-03-16,9,1
442,2024-03-17,1,10
443,2024-03-18,10,4
444,2024-03-19,10,7
445,2024-03-20,6,10
446,2024-03-21,4,9
447,2024-03-22,1,9
448,2024-03-23,6,7
449,2024-03-24,2,6
450,2024-03-25,6,7
451,2024-03-26,9,5
452,2024-03-27,7,3
453,2024-03-28,10,8
454,2024-03-29,5,1
455,2024-03-30,9,4
456,2024-03-31,1,9
457,2024-04-01,5,4
458,2024-04-02,5,5
459,2024-04-03,4,8
460,2024-04-04,2,4
461,2024-04-05,6,6
462,2024-04-06,7,5
463,2024-04-07,6,6
464,2024-04-08,7,2
465,2024-04-09,5,6
466,2024-04-10,7,7
467,2024-04-11,4,10
468,2024-04-12,4,2
469,2024-04-13,4,9
470,2024-04-14,9,8
471,2024-04-15,7,1
472,2024-04-16,1,6
473,2024-04-17,3,5
474,2024-04-18,4,5
475,2024-04-19,6,3
476,2024-04-20,9,10
477,2024-04-21,2,10
478,2024-04-22,2,2
479,2024-04-23,2,1
480,2024-04-24,3,3
481,2024-04-25,1,5
482,2024-04-26,9,10
483,2024-04-27,5,3
484,2024-04-28,2,3
485,2024-04-29,1,7
486,2024-04-30,2,7
487,2024-05-01,9,2
488,2024-05-02,8,10
489,2024-05-03,8,9
490,2024-05-04,7,4
491,2024-05-05,3,2
492,2024-05-06,9,6
493,2024-05-07,9,4
494,2024-05-08,8,7
495,2024-05-09,6,5
496,2024-05-10,8,7
497,2024-05-11,5,1
498,2024-05-12,3,4
499,2024-05-13,3,5
500,2024-05-14,6,6
501,2024-05-15,1,8
502,2024-05-16,5,6
503,2024-05-17,6,5
504,2024-05-18,2,7
505,2024-05-19,3,3
506,2024-05-20,1,7
507,2024-05-21,6,8
508,2024-05-22,5,8
509,2024-05-23,5,2
510,2024-05-24,2,6
511,2024-05-25,1,8
512,2024-05-26,1,7
513,2024-05-27,5,7
514,2024-05-28,7,10
515,2024-05-29,2,10
516,2024-05-30,1,7
517,2024-05-31,4,3
518,2024-06-01,3,9
519,2024-06-02,5,8
520,2024-06-03,6,7
521,2024-06-04,2,6
522,2024-06-05,7,3
523,2024-06-06,6,7
524,2024-06-07,8,2
525,2024-06-08,5,2
526,2024-06-09,9,7
527,2024-06-10,6,9
528,2024-06-11,7,2
529,2024-06-12,3,9
530,2024-06-13,8,4
531,2024-06-14,1,4
532,2024-06-15,3,10
533,2024-06-16,3,5
534,2024-06-17,6,6
535,2024-06-18,10,9
536,2024-06-19,8,6
537,2024-06-20,9,7
538,2024-06-21,1,6
539,2024-06-22,7,3
540,2024-06-23,2,7
541,2024-06-24,9,8
542,2024-06-25,1,9
543,2024-06-26,4,2
544,2024-06-27,7,10
545,2024-06-28,5,4
546,2024-06-29,10,10
547,2024-06-30,4,3
548,2024-07-01,9,5
549,2024-07-02,1,5
550,2024-07-03,10,8
551,2024-07-04,6,9
552,2024-07-05,5,10
553,2024-07-06,8,4
554,2024-07-07,10,6
555,2024-07-08,1,7
556,2024-07-09,4,10
557,2024-07-10,7,6
558,2024-07-11,1,6
559,2024-07-12,6,2
560,2024-07-13,7,3
561,2024-07-14,10,1
562,2024-07-15,4,3
563,2024-07-16,9,2
564,2024-07-17,5,10
565,2024-07-18,10,6
566,2024-07-19,5,3
567,2024-07-20,9,8
568,2024-07-21,8,4
569,2024-07-22,8,8
570,2024-07-23,7,8
571,2024-07-24,3,2
572,2024-07-25,5,2
573,2024-07-26,7,7
574,2024-07-27,3,1
575,2024-07-28,10,8
576,2024-07-29,2,2
577,2024-07-30,9,3
578,2024-07-31,6,9
579,2024-08-01,10,10
580,2024-08-02,4,5
581,2024-08-03,9,7
582,2024-08-04,4,8
583,2024-08-05,3,7
584,2024-08-06,1,5
585,2024-08-07,4,3
586,2024-08-08,4,2
587,2024-08-09,10,6
588,2024-08-10,9,8
589,2024-08-11,9,6
590,2024-08-12,10,3
591,2024-08-13,9,4
592,2024-08-14,5,6
593,2024-08-15,2,2
594,2024-08-16,10,4
595,2024-08-17,4,6
596,2024-08-18,2,9
597,2024-08-19,6,10
598,2024-08-20,4,8
599,2024-08-21,3,2
600,2024-08-22,7,7
601,2024-08-23,10,10
602,2024-08-24,4,9
603,2024-08-25,9,4
604,2024-08-26,3,6
605,2024-08-27,6,7
606,2024-08-28,10,5
607,2024-08-29,7,9
608,2024-08-30,7,7
609,2024-08-31,10,9
610,2024-09-01,10,4
611,2024-09-02,9,2
612,2024-09-03,8,10
613,2024-09-04,9,10
614,2024-09-05,1,8
615,2024-09-06,2,8
616,2024-09-07,8,4
617,2024-09-08,1,9
618,2024-09-09,10,3
619,2024-09-10,2,7
620,2024-09-11,4,3
621,2024-09-12,2,6
622,2024-09-13,1,8
623,2024-09-14,8,4
624,2024-09-15,3,3
625,2024-09-16,7,1
626,2024-09-17,5,4
627,2024-09-18,10,6
628,2024-09-19,4,10
629,2024-09-20,2,6
630,2024-09-21,4,10
631,2024-09-22,8,4
632,2024-09-23,7,3
633,2024-09-24,2,5
634,2024-09-25,10,10
635,2024-09-26,3,1
636,2024-09-27,8,1
637,2024-09-28,7,2
638,2024-09-29,8,8
639,2024-09-30,10,5
640,2024-10-01,4,2
641,2024-10-02,2,6
642,2024-10-03,6,1
643,2024-10-04,4,8
644,2024-10-05,3,6
645,2024-10-06,7,3
646,2024-10-07,4,4
647,2024-10-08,2,3
648,2024-10-09,4,9
649,2024-10-10,2,3
650,2024-10-11,10,8
651,2024-10-12,1,6
652,2024-10-13,2,8
653,2024-10-14,9,8
654,2024-10-15,9,4
655,2024-10-16,9,2
656,2024-10-17,4,5
657,2024-10-18,9,3
658,2024-10-19,2,7
659,2024-10-20,2,7
660,2024-10-21,3,10
661,2024-10-22,7,5
662,2024-10-23,2,7
663,2024-10-24,4,1
664,2024-10-25,8,1
665,2024-10-26,8,2
666,2024-10-27,5,8
667,2024-10-28,6,9
668,2024-10-29,2,5
669,2024-10-30,4,4
670,2024-10-31,4,3
671,2024-11-01,9,7
672,2024-11-02,5,4
673,2024-11-03,3,10
674,2024-11-04,10,9
675,2024-11-05,7,10
676,2024-11-06,10,6
677,2024-11-07,1,8
678,2024-11-08,3,1
679,2024-11-09,10,6
680,2024-11-10,2,8
681,2024-11-11,9,2
682,2024-11-12,9,6
683,2024-11-13,1,9
684,2024-11-14,9,5
685,2024-11-15,5,9
686,2024-11-16,2,5
687,2024-11-17,8,3
688,2024-11-18,5,10
689,2024-11-19,9,7
690,2024-11-20,9,9
691,2024-11-21,10,6
692,2024-11-22,9,10
693,2024-11-23,10,7
694,2024-11-24,8,9
695,2024-11-25,6,8
696,2024-11-26,7,7
697,2024-11-27,5,10
698,2024-11-28,8,4
699,2024-11-29,8,3
700,2024-11-30,10,1
701,2024-12-01,9,1
702,2024-12-02,3,2
703,2024-12-03,10,6
704,2024-12-04,5,3
705,2024-12-05,7,3
706,2024-12-06,4,5
707,2024-12-07,5,3
708,2024-12-08,5,1
709,2024-12-09,10,4
710,2024-12-10,6,3
711,2024-12-11,2,7
712,2024-12-12,6,6
713,2024-12-13,7,8
714,2024-12-14,1,1
715,2024-12-15,4,7
716,2024-12-16,8,1
717,2024-12-17,7,6
718,2024-12-18,8,2
719,2024-12-19,10,6
720,2024-12-20,4,3
721,2024-12-21,8,2
722,2024-12-22,4,4
723,2024-12-23,3,4
724,2024-12-24,4,6
725,2024-12-25,2,7
726,2024-12-26,10,5
727,2024-12-27,3,9
728,2024-12-28,5,3
729,2024-12-29,10,5
730,2024-12-30,9,8
731,2024-12-31,1,2
732,2025-01-01,8,1
733,2025-01-02,4,3
734,2025-01-03,5,2
735,2025-01-04,6,3
736,2025-01-05,7,9
737,2025-01-06,8,5
738,2025-01-07,4,10
739,2025-01-08,1,1
740,2025-01-09,3,9
741,2025-01-10,10,9
742,2025-01-11,9,9
743,2025-01-12,8,3
744,2025-01-13,3,10
745,2025-01-14,3,7
746,2025-01-15,1,9
747,2025-01-16,8,8
748,2025-01-17,5,8
749,2025-01-18,10,6
750,2025-01-19,2,1
751,2025-01-20,1,8
752,2025-01-21,2,3
753,2025-01-22,2,9
754,2025-01-23,8,3
755,2025-01-24,3,9
756,2025-01-25,10,5
757,2025-01-26,8,4
758,2025-01-27,6,3
759,2025-01-28,3,7
760,2025-01-29,2,5
761,2025-01-30,6,10
762,2025-01-31,3,8
763,2025-02-01,6,8
764,2025-02-02,8,9
765,2025-02-03,4,4
766,2025-02-04,6,6
767,2025-02-05,3,4
768,2025-02-06,2,5
769,2025-02-07,8,2
770,2025-02-08,8,8
771,2025-02-09,10,5
772,2025-02-10,3,9
773,2025-02-11,5,10
774,2025-02-12,9,8
775,2025-02-13,10,10
776,2025-02-14,4,7
777,2025-02-15,6,10
778,2025-02-16,6,9
779,2025-02-17,7,3
780,2025-02-18,4,7
781,2025-02-19,6,7
782,2025-02-20,10,7
783,2025-02-21,4,7
784,2025-02-22,6,6
785,2025-02-23,10,1
786,2025-02-24,8,1
787,2025-02-25,2,2
788,2025-02-26,9,7
789,2025-02-27,4,7
790,2025-02-28,9,2
791,2025-03-01,5,3
792,2025-03-02,9,2
793,2025-03-03,9,5
794,2025-03-04,7,1
795,2025-03-05,2,1
796,2025-03-06,3,3
797,2025-03-07,4,3
798,2025-03-08,3,7
799,2025-03-09,1,4
800,2025-03-10,6,6
801,2025-03-11,7,6
802,2025-03-12,1,5
803,2025-03-13,3,6
804,2025-03-14,8,3
805,2025-03-15,6,10
806,2025-03-16,4,8
807,2025-03-17,1,10
808,2025-03-18,7,3
809,2025-03-19,4,2
810,2025-03-20,10,4
811,2025-03-21,8,7
812,2025-03-22,6,6
813,2025-03-23,9,5
814,2025-03-24,1,5
815,2025-03-25,7,1
816,2025-03-26,9,5
817,2025-03-27,4,8
818,2025-03-28,1,6
819,2025-03-29,2,9
820,2025-03-30,7,6
821,2025-03-31,8,2
822,2025-04-01,7,8
823,2025-04-02,9,2
824,2025-04-03,8,6
825,2025-04-04,5,5
826,2025-04-05,4,6
827,2025-04-06,7,2
828,2025-04-07,7,1
829,2025-04-08,6,7
830,2025-04-09,6,1
831,2025-04-10,5,9
832,2025-04-11,9,3
833,2025-04-12,10,10
834,2025-04-13,6,1
835,2025-04-14,9,2
836,2025-04-15,5,8
837,2025-04-16,7,1
838,2025-04-17,9,7
839,2025-04-18,7,6
840,2025-04-19,8,8
841,2025-04-20,7,1
842,2025-04-21,7,9
843,2025-04-22,10,10
844,2025-04-23,5,2
845,2025-04-24,5,2
846,2025-04-25,7,2
847,2025-04-26,5,9
848,2025-04-27,9,3
849,2025-04-28,4,7
850,2025-04-29,3,1
851,2025-04-30,1,3
852,2025-05-01,9,7
853,2025-05-02,8,10
854,2025-05-03,5,9
855,2025-05-04,1,7
856,2025-05-05,6,7
857,2025-05-06,2,9
858,2025-05-07,2,10
859,2025-05-08,7,5
860,2025-05-09,8,8
861,2025-05-10,1,10
862,2025-05-11,5,8
863,2025-05-12,3,7
864,2025-05-13,1,9
865,2025-05-14,9,6
866,2025-05-15,6,5
867,2025-05-16,9,8
868,2025-05-17,10,6
869,2025-05-18,8,1
870,2025-05-19,9,5
871,2025-05-20,2,3
872,2025-05-21,6,6
873,2025-05-22,10,4
874,2025-05-23,1,5
875,2025-05-24,9,1
876,2025-05-25,9,4
877,2025-05-26,8,1
878,2025-05-27,7,10
879,2025-05-28,3,7
880,2025-05-29,6,5
881,2025-05-30,9,6
882,2025-05-31,7,5
883,2025-06-01,9,1
884,2025-06-02,5,9
885,2025-06-03,6,9
886,2025-06-04,8,7
887,2025-06-05,3,6
888,2025-06-06,3,5
889,2025-06-07,10,3
890,2025-06-08,5,2
891,2025-06-09,5,6
892,2025-06-10,7,10
893,2025-06-11,6,10
894,2025-06-12,8,9
895,2025-06-13,10,4
896,2025-06-14,9,9
897,2025-06-15,7,5
898,2025-06-16,3,6
899,2025-06-17,5,1
900,2025-06-18,10,9
901,2025-06-19,9,6
902,2025-06-20,4,3
903,2025-06-21,4,2
904,2025-06-22,7,1
905,2025-06-23,4,8
906,2025-06-24,8,2
907,2025-06-25,1,5
908,2025-06-26,8,5
909,2025-06-27,3,5
910,2025-06-28,5,6
911,2025-06-29,1,1
912,2025-06-30,2,5
913,2025-07-01,3,6
914,2025-07-02,7,6
915,2025-07-03,4,3
916,2025-07-04,6,7
917,2025-07-05,9,8
918,2025-07-06,2,7
919,2025-07-07,10,9
920,2025-07-08,6,9
921,2025-07-09,7,10
922,2025-07-10,8,8
923,2025-07-11,5,10
924,2025-07-12,7,7
925,2025-07-13,6,2
926,2025-07-14,5,7
927,2025-07-15,7,5
928,2025-07-16,3,9
929,2025-07-17,3,6
930,2025-07-18,5,1
931,2025-07-19,5,2
932,2025-07-20,9,4
933,2025-07-21,8,7
934,2025-07-22,3,10
935,2025-07-23,2,4
936,2025-07-24,10,7
937,2025-07-25,1,7
938,2025-07-26,2,2
939,2025-07-27,1,8
940,2025-07-28,6,5
941,2025-07-29,4,6
942,2025-07-30,5,2
943,2025-07-31,8,10
944,2025-08-01,4,5
945,2025-08-02,2,8
946,2025-08-03,5,1
947,2025-08-04,4,2
948,2025-08-05,10,5
949,2025-08-06,6,2
950,2025-08-07,7,3
951,2025-08-08,9,7
952,2025-08-09,9,10
953,2025-08-10,9,9
954,2025-08-11,6,6
955,2025-08-12,10,4
956,2025-08-13,3,1
957,2025-08-14,1,9
958,2025-08-15,6,4
959,2025-08-16,7,7
960,2025-08-17,5,10
961,2025-08-18,5,4
962,2025-08-19,7,9
963,2025-08-20,8,8
964,2025-08-21,6,9
965,2025-08-22,9,7
966,2025-08-23,7,2
967,2025-08-24,4,9
968,2025-08-25,2,4
969,2025-08-26,3,4
970,2025-08-27,10,10
971,2025-08-28,3,7
972,2025-08-29,3,2
973,2025-08-30,8,4
974,2025-08-31,7,1
975,2025-09-01,2,9
976,2025-09-02,3,4
977,2025-09-03,1,8
978,2025-09-04,2,5
979,2025-09-05,7,4
980,2025-09-06,8,2
981,2025-09-07,9,5
982,2025-09-08,4,6
983,2025-09-09,10,7
984,2025-09-10,1,10
985,2025-09-11,10,9
986,2025-09-12,7,8
987,2025-09-13,10,9
988,2025-09-14,4,8
989,2025-09-15,4,6
990,2025-09-16,1,6
991,2025-09-17,6,7
992,2025-09-18,5,4
993,2025-09-19,5,10
994,2025-09-20,5,2
995,2025-09-21,7,10
996,2025-09-22,3,5
997,2025-09-23,6,9
998,2025-09-24,8,7
999,2025-09-25,1,3
1000,2025-09-26,10,1
